Region,Product,Units,UnitPrice,Revenue
West,Widget D,60,37.19,2231.4
Central,Widget C,75,34.62,2596.5
South,Widget C,73,10.23,746.79
Central,Widget C,34,30.92,1051.28
East,Widget C,20,42.52,850.4
East,Widget A,24,36.24,869.76
East,Widget A,35,33.27,1164.45
North,Gadget X,28,47.78,1337.84
South,Widget D,22,30.93,680.46
North,Widget C,9,16.27,146.43
East,Gadget X,30,19.25,577.5
East,Widget D,56,21.01,1176.56
East,Widget B,26,14.85,386.1
Central,Widget C,3,40.67,122.01
West,Widget A,73,14.25,1040.25
North,Widget B,77,28.59,2201.43
West,Widget A,90,26.6,2394.0
North,Widget C,75,11.1,832.5
East,Widget A,77,49.54,3814.58
West,Widget C,71,31.27,2220.17
Central,Widget C,65,39.66,2577.9
Central,Widget D,91,44.55,4054.05
South,Widget C,18,39.92,718.56
South,Widget D,57,18.35,1045.95
East,Widget B,6,27.77,166.62
East,Widget A,56,46.77,2619.12
East,Widget B,13,45.51,591.63
South,Gadget X,31,21.88,678.28
South,Widget A,8,35.36,282.88
North,Widget C,66,20.87,1377.42
East,Widget A,25,32.88,822.0
West,Widget A,7,20.56,143.92
South,Gadget X,43,20.27,871.61
West,Widget B,72,36.87,2654.64
West,Gadget X,96,17.66,1695.36
East,Widget B,82,42.39,3475.98
Central,Widget A,85,26.47,2249.95
North,Widget D,47,24.37,1145.39
East,Widget B,34,44.83,1524.22
Central,Widget A,4,25.36,101.44
Central,Widget C,26,35.02,910.52
North,Widget C,6,25.21,151.26
North,Widget C,62,28.74,1781.88
East,Widget C,59,12.14,716.26
Central,Widget B,89,39.83,3544.87
North,Widget D,41,25.0,1025.0
East,Widget B,67,45.61,3055.87
North,Widget B,31,27.85,863.35
North,Widget D,68,45.5,3094.0
East,Widget A,42,44.21,1856.82
North,Gadget X,16,26.2,419.2
Central,Widget D,47,37.34,1754.98
South,Widget A,98,27.12,2657.76
West,Widget A,28,47.23,1322.44
East,Widget B,11,37.69,414.59
Central,Widget B,14,43.38,607.32
North,Widget B,63,22.16,1396.08
Central,Widget D,19,44.2,839.8
Central,Widget B,76,31.3,2378.8
West,Gadget X,6,41.85,251.1
East,Widget A,48,42.58,2043.84
East,Widget D,32,18.36,587.52
East,Widget D,38,45.65,1734.7
East,Gadget X,32,21.16,677.12
South,Gadget X,95,28.47,2704.65
West,Widget B,14,31.69,443.66
South,Gadget X,95,12.39,1177.05
North,Widget B,63,48.02,3025.26
North,Widget C,77,17.77,1368.29
East,Widget B,97,49.21,4773.37
North,Widget C,70,45.63,3194.1
Central,Widget D,51,34.3,1749.3
West,Widget B,17,30.29,514.93
West,Widget A,34,27.36,930.24
East,Widget A,73,25.87,1888.51
North,Widget A,7,25.75,180.25
East,Gadget X,31,27.4,849.4
East,Widget B,72,48.33,3479.76
East,Widget A,77,32.41,2495.57
West,Widget D,97,24.6,2386.2
East,Widget B,2,24.26,48.52
North,Gadget X,95,30.46,2893.7
North,Gadget X,6,39.83,238.98
West,Widget A,43,25.57,1099.51
South,Gadget X,52,41.34,2149.68
West,Gadget X,62,47.02,2915.24
South,Widget D,41,28.94,1186.54
Central,Widget C,74,38.86,2875.64
Central,Widget B,100,38.76,3876.0
East,Widget D,31,26.21,812.51
South,Widget B,55,34.21,1881.55
East,Widget A,94,35.07,3296.58
Central,Gadget X,59,10.31,608.29
East,Widget A,100,22.64,2264.0
East,Gadget X,94,49.01,4606.94
South,Widget B,83,47.68,3957.44
West,Widget A,67,40.75,2730.25
South,Widget D,44,40.54,1783.76
East,Widget A,13,20.12,261.56
East,Widget B,88,31.82,2800.16
East,Gadget X,99,37.14,3676.86
East,Widget C,23,48.34,1111.82
Central,Gadget X,82,39.04,3201.28
Central,Widget B,11,24.5,269.5
South,Gadget X,97,15.4,1493.8
West,Widget B,54,25.84,1395.36
North,Gadget X,9,28.46,256.14
East,Widget C,52,46.21,2402.92
West,Widget A,12,25.81,309.72
Central,Widget D,95,37.98,3608.1
West,Gadget X,3,38.76,116.28
South,Gadget X,54,12.25,661.5
North,Widget B,71,43.62,3097.02
East,Widget A,35,20.19,706.65
Central,Widget B,90,47.77,4299.3
West,Widget A,21,29.43,618.03
North,Gadget X,8,10.44,83.52
East,Widget B,12,45.84,550.08
South,Widget D,38,11.82,449.16
North,Widget C,59,18.13,1069.67
Central,Widget B,60,44.55,2673.0
East,Widget A,51,22.25,1134.75
South,Widget A,97,29.07,2819.79
North,Widget B,97,33.58,3257.26
East,Widget D,60,17.72,1063.2
Central,Widget B,23,20.92,481.16
North,Widget B,9,12.35,111.15
Central,Widget A,51,28.87,1472.37
North,Widget D,8,23.65,189.2
Central,Gadget X,82,28.34,2323.88
South,Gadget X,20,29.66,593.2
North,Widget D,9,40.8,367.2
South,Widget A,1,39.82,39.82
South,Widget C,76,23.11,1756.36
West,Gadget X,78,24.32,1896.96
Central,Widget B,9,44.72,402.48
South,Widget B,88,39.83,3505.04
West,Widget A,1,34.91,34.91
North,Widget B,69,37.91,2615.79
Central,Widget B,30,12.46,373.8
South,Widget A,47,12.85,603.95
South,Widget C,33,45.5,1501.5
South,Widget B,72,21.85,1573.2
West,Widget A,24,34.46,827.04
South,Widget B,95,48.16,4575.2
West,Widget D,1,11.7,11.7
West,Widget B,15,30.84,462.6
Central,Widget B,65,17.94,1166.1
Central,Widget B,48,13.06,626.88
West,Gadget X,62,20.47,1269.14
Central,Widget D,63,40.95,2579.85
West,Gadget X,19,26.18,497.42
South,Widget C,6,38.02,228.12
Central,Widget C,9,35.55,319.95
North,Gadget X,40,38.5,1540.0
East,Widget C,36,31.08,1118.88
Central,Widget C,95,23.18,2202.1
East,Gadget X,90,18.41,1656.9
East,Widget C,39,47.86,1866.54
East,Widget D,31,21.76,674.56
Central,Widget B,98,13.06,1279.88
North,Widget B,80,10.88,870.4
South,Widget C,91,36.48,3319.68
Central,Widget C,62,42.78,2652.36
East,Widget C,13,27.35,355.55
East,Widget C,65,19.72,1281.8
South,Gadget X,73,43.88,3203.24
West,Widget C,6,27.55,165.3
North,Gadget X,28,35.69,999.32
North,Widget C,5,32.47,162.35
South,Widget D,12,36.24,434.88
South,Widget B,72,19.01,1368.72
East,Gadget X,70,42.55,2978.5
North,Gadget X,11,42.65,469.15
East,Gadget X,14,26.76,374.64
South,Widget C,66,10.38,685.08
East,Widget B,42,17.95,753.9
South,Widget B,20,10.99,219.8
West,Widget C,58,27.58,1599.64
North,Widget C,23,32.42,745.66
West,Widget D,20,17.15,343.0
North,Widget B,31,40.91,1268.21
Central,Widget A,42,26.67,1120.14
South,Widget B,6,32.11,192.66
West,Widget A,93,33.43,3108.99
West,Widget D,26,47.13,1225.38
South,Widget A,80,46.51,3720.8
South,Widget D,92,43.83,4032.36
West,Widget A,17,10.06,171.02
North,Widget B,88,15.46,1360.48
West,Widget B,75,47.86,3589.5
North,Widget C,7,35.6,249.2
South,Widget D,33,27.67,913.11
South,Widget D,80,11.98,958.4
East,Gadget X,12,41.1,493.2
North,Gadget X,16,32.62,521.92
East,Widget B,30,47.41,1422.3
South,Widget B,66,16.09,1061.94
Central,Gadget X,77,44.59,3433.43
East,Widget D,68,37.36,2540.48
North,Widget C,20,44.62,892.4
North,Gadget X,29,39.86,1155.94
South,Widget D,17,49.74,845.58
North,Widget B,33,48.96,1615.68
East,Widget C,5,44.91,224.55
West,Widget C,40,41.48,1659.2
North,Gadget X,33,13.29,438.57
South,Widget C,58,45.9,2662.2
North,Widget D,27,40.57,1095.39
Central,Widget B,46,34.38,1581.48
West,Widget A,73,21.72,1585.56
North,Widget A,73,37.6,2744.8
West,Widget B,36,10.06,362.16
South,Widget A,47,40.5,1903.5
Central,Widget C,64,38.37,2455.68
South,Widget B,62,44.3,2746.6
Central,Widget B,53,29.72,1575.16
East,Widget B,48,30.51,1464.48
West,Widget C,19,46.78,888.82
South,Widget C,44,13.52,594.88
North,Widget B,1,40.76,40.76
Central,Widget B,50,18.21,910.5
North,Gadget X,45,11.78,530.1
Central,Widget A,58,21.91,1270.78
South,Widget A,66,40.97,2704.02
North,Widget C,66,48.77,3218.82
Central,Widget D,13,26.94,350.22
North,Widget A,87,24.61,2141.07
West,Widget D,49,48.29,2366.21
North,Widget C,32,14.15,452.8
West,Widget B,88,39.88,3509.44
South,Gadget X,37,28.82,1066.34
East,Widget D,75,49.13,3684.75
East,Widget D,43,39.05,1679.15
Central,Widget B,59,44.65,2634.35
South,Widget C,90,39.15,3523.5
North,Gadget X,21,33.78,709.38
East,Widget D,29,14.58,422.82
East,Widget D,41,17.07,699.87
Central,Widget A,52,45.27,2354.04
West,Widget A,18,30.06,541.08
West,Widget C,74,43.93,3250.82
West,Widget B,26,36.37,945.62
South,Widget A,48,34.11,1637.28
South,Gadget X,13,27.74,360.62
North,Widget D,5,26.7,133.5
East,Gadget X,61,40.58,2475.38
North,Widget D,65,13.2,858.0
West,Widget C,18,23.68,426.24
West,Gadget X,8,42.39,339.12
North,Gadget X,80,43.48,3478.4
Central,Widget D,49,11.59,567.91
Central,Widget D,21,41.11,863.31
West,Widget D,10,36.54,365.4
South,Widget A,93,43.93,4085.49
South,Widget C,91,38.3,3485.3
South,Gadget X,67,22.37,1498.79
Central,Gadget X,45,40.71,1831.95
West,Widget C,65,42.25,2746.25
East,Widget D,23,13.67,314.41
Central,Widget B,32,29.14,932.48
South,Gadget X,4,19.29,77.16
West,Widget B,85,13.75,1168.75
North,Widget D,64,33.87,2167.68
South,Gadget X,69,10.62,732.78
North,Gadget X,99,29.68,2938.32
South,Widget D,34,36.06,1226.04
Central,Widget C,82,36.33,2979.06
East,Widget D,8,18.62,148.96
South,Widget C,52,24.83,1291.16
South,Widget B,77,41.09,3163.93
East,Gadget X,2,10.35,20.7
West,Widget B,55,48.1,2645.5
South,Widget A,32,16.19,518.08
West,Gadget X,79,26.47,2091.13
North,Widget B,91,32.07,2918.37
East,Gadget X,64,36.42,2330.88
South,Widget A,25,22.69,567.25
North,Widget B,46,12.82,589.72
North,Widget D,30,35.49,1064.7
Central,Widget A,59,33.91,2000.69
South,Widget D,27,26.06,703.62
East,Widget D,1,46.44,46.44
East,Widget D,26,46.53,1209.78
East,Widget A,92,34.73,3195.16
North,Widget D,12,33.59,403.08
West,Widget C,88,38.17,3358.96
North,Widget A,99,22.2,2197.8
South,Widget B,93,42.24,3928.32
South,Widget D,81,29.36,2378.16
South,Widget C,75,20.01,1500.75
East,Widget B,5,36.98,184.9
North,Widget B,20,32.22,644.4
West,Gadget X,90,35.15,3163.5
South,Widget D,92,22.4,2060.8
West,Widget D,75,23.24,1743.0
Central,Widget B,100,17.19,1719.0
South,Widget D,6,37.6,225.6
West,Gadget X,98,30.58,2996.84
North,Widget D,77,27.12,2088.24
West,Gadget X,18,38.21,687.78
North,Widget B,55,49.87,2742.85
Central,Widget D,2,12.86,25.72
West,Gadget X,73,46.45,3390.85
East,Widget C,99,11.51,1139.49
North,Widget C,37,32.53,1203.61
Central,Widget B,98,35.99,3527.02
West,Widget B,75,19.24,1443.0
South,Widget C,78,26.01,2028.78
South,Gadget X,21,44.72,939.12
Central,Gadget X,57,21.47,1223.79
Central,Gadget X,67,17.22,1153.74
West,Widget D,66,43.55,2874.3
West,Gadget X,13,33.58,436.54
Central,Widget A,24,36.78,882.72
East,Gadget X,80,42.05,3364.0
Central,Widget D,72,18.99,1367.28
South,Widget B,48,47.88,2298.24
East,Widget B,16,39.07,625.12
East,Widget D,9,27.4,246.6
East,Gadget X,6,13.36,80.16
South,Widget A,56,34.38,1925.28
South,Gadget X,15,40.02,600.3
East,Widget D,25,21.3,532.5
East,Widget A,79,43.81,3460.99
East,Widget D,95,43.71,4152.45
Central,Widget B,33,40.79,1346.07
East,Widget D,56,31.62,1770.72
East,Widget D,31,39.81,1234.11
East,Widget C,46,36.0,1656.0
East,Widget C,94,17.04,1601.76
Central,Widget B,4,37.24,148.96
South,Widget C,48,47.46,2278.08
Central,Widget B,7,25.1,175.7
Central,Widget A,37,41.63,1540.31
Central,Widget C,77,26.32,2026.64
South,Widget D,74,19.48,1441.52
South,Gadget X,74,10.03,742.22
North,Widget C,44,14.9,655.6
West,Widget A,24,17.51,420.24
North,Widget D,71,33.5,2378.5
South,Widget C,89,20.2,1797.8
Central,Widget B,21,27.51,577.71
East,Gadget X,57,29.86,1702.02
South,Gadget X,1,32.32,32.32
South,Widget C,30,25.2,756.0
North,Widget D,37,34.43,1273.91
South,Widget D,64,18.75,1200.0
Central,Widget B,66,24.4,1610.4
East,Widget B,25,34.08,852.0
East,Widget C,78,34.95,2726.1
Central,Widget B,43,32.51,1397.93
South,Widget B,51,24.35,1241.85
West,Widget D,91,23.76,2162.16
South,Gadget X,2,13.7,27.4
South,Widget D,55,21.83,1200.65
West,Widget A,97,40.52,3930.44
Central,Gadget X,2,22.11,44.22
West,Widget C,18,12.37,222.66
West,Widget C,46,31.47,1447.62
North,Widget C,62,37.81,2344.22
South,Gadget X,24,36.47,875.28
West,Gadget X,15,14.07,211.05
North,Widget C,71,10.01,710.71
West,Widget C,74,20.19,1494.06
Central,Widget D,11,25.0,275.0
South,Widget B,86,31.4,2700.4
North,Widget A,26,27.31,710.06
East,Widget D,79,14.94,1180.26
East,Widget A,60,20.77,1246.2
South,Widget C,71,35.5,2520.5
East,Widget B,5,43.3,216.5
North,Widget B,18,45.57,820.26
North,Gadget X,72,34.39,2476.08
South,Widget B,56,44.62,2498.72
West,Widget D,16,25.13,402.08
North,Widget D,31,29.96,928.76
West,Widget B,50,38.24,1912.0
North,Widget D,67,31.12,2085.04
West,Gadget X,61,40.41,2465.01
Central,Widget D,1,44.96,44.96
East,Widget D,32,40.52,1296.64
North,Widget B,94,25.25,2373.5
North,Widget C,50,28.59,1429.5
South,Widget C,25,25.61,640.25
Central,Widget C,29,39.56,1147.24
South,Widget C,95,12.39,1177.05
East,Widget B,84,34.6,2906.4
South,Widget D,57,17.57,1001.49
West,Gadget X,29,44.16,1280.64
Central,Widget C,56,10.79,604.24
South,Widget A,72,44.34,3192.48
North,Widget A,82,35.16,2883.12
East,Widget D,34,14.06,478.04
East,Gadget X,94,37.23,3499.62
South,Widget A,50,49.16,2458.0
South,Widget B,14,37.85,529.9
East,Gadget X,44,31.82,1400.08
Central,Widget A,31,12.21,378.51
North,Widget B,60,21.0,1260.0
West,Widget B,2,11.59,23.18
Central,Widget A,19,43.54,827.26
Central,Widget C,24,41.52,996.48
Central,Widget A,53,38.89,2061.17
East,Widget C,4,21.14,84.56
South,Widget D,73,42.02,3067.46
Central,Widget D,10,19.13,191.3
West,Widget B,32,33.33,1066.56
Central,Widget D,26,32.73,850.98
North,Widget C,78,34.08,2658.24
West,Widget A,76,12.64,960.64
North,Widget D,36,30.91,1112.76
Central,Widget A,28,46.91,1313.48
North,Widget B,53,40.98,2171.94
South,Gadget X,22,49.21,1082.62
South,Widget B,6,40.33,241.98
South,Gadget X,30,14.25,427.5
North,Widget D,89,29.83,2654.87
North,Widget C,93,10.22,950.46
South,Widget D,45,23.41,1053.45
Central,Widget C,42,10.62,446.04
Central,Gadget X,29,19.97,579.13
West,Widget B,80,38.53,3082.4
North,Widget D,9,17.7,159.3
North,Widget C,4,49.38,197.52
North,Widget B,58,26.9,1560.2
Central,Widget C,61,42.81,2611.41
East,Widget B,47,29.99,1409.53
North,Widget A,13,44.63,580.19
Central,Widget D,99,26.73,2646.27
West,Gadget X,86,11.22,964.92
Central,Gadget X,8,17.97,143.76
North,Widget C,52,31.91,1659.32
East,Widget A,41,39.72,1628.52
East,Widget A,41,46.26,1896.66
South,Widget B,60,39.33,2359.8
West,Widget A,50,48.09,2404.5
East,Widget C,72,49.61,3571.92
Central,Widget C,33,31.48,1038.84
North,Widget C,42,36.51,1533.42
South,Gadget X,23,49.55,1139.65
East,Widget C,11,30.13,331.43
West,Widget B,26,31.08,808.08
Central,Widget D,73,32.69,2386.37
South,Widget A,15,24.72,370.8
West,Widget B,11,15.13,166.43
North,Widget C,93,36.05,3352.65
East,Widget D,9,42.61,383.49
West,Widget B,99,19.67,1947.33
West,Widget A,77,32.93,2535.61
Central,Widget C,67,45.28,3033.76
South,Widget C,90,42.17,3795.3
Central,Widget D,70,18.83,1318.1
Central,Widget D,89,38.01,3382.89
South,Gadget X,78,48.9,3814.2
South,Gadget X,52,44.04,2290.08
West,Widget B,77,23.42,1803.34
East,Widget C,21,24.08,505.68
South,Gadget X,5,44.92,224.6
East,Gadget X,79,13.96,1102.84
North,Widget A,91,39.26,3572.66
East,Widget B,26,11.14,289.64
West,Widget A,26,35.38,919.88
North,Gadget X,44,20.66,909.04
Central,Gadget X,2,33.88,67.76
East,Widget B,69,42.94,2962.86
Central,Gadget X,50,43.76,2188.0
Central,Widget C,11,11.17,122.87
North,Gadget X,67,49.52,3317.84
Central,Widget C,10,22.45,224.5
Central,Widget B,97,18.33,1778.01
Central,Widget B,99,22.53,2230.47
East,Widget A,18,10.22,183.96
North,Widget A,44,41.62,1831.28
South,Widget A,22,18.59,408.98
Central,Widget D,33,39.77,1312.41
Central,Gadget X,83,39.29,3261.07
Central,Widget C,40,23.7,948.0
East,Widget B,50,45.93,2296.5
North,Widget A,75,35.78,2683.5
West,Widget D,25,30.71,767.75
West,Widget B,21,46.15,969.15
South,Gadget X,76,16.46,1250.96
North,Widget D,9,31.87,286.83
South,Widget C,15,10.9,163.5
West,Widget A,3,46.75,140.25
South,Widget B,95,43.05,4089.75
West,Gadget X,65,10.9,708.5
South,Widget A,75,20.5,1537.5
South,Widget A,51,15.22,776.22
West,Widget B,3,48.37,145.11
East,Gadget X,45,10.99,494.55
East,Widget B,56,37.39,2093.84
South,Widget D,68,34.98,2378.64
South,Widget D,74,17.13,1267.62
East,Widget C,48,16.03,769.44
North,Gadget X,46,34.88,1604.48
South,Widget C,75,11.36,852.0
East,Gadget X,86,27.31,2348.66
South,Widget B,94,35.55,3341.7
Central,Gadget X,91,15.49,1409.59
East,Widget A,92,17.88,1644.96
West,Gadget X,22,15.14,333.08
North,Gadget X,53,14.76,782.28
North,Widget A,17,32.43,551.31
Central,Widget D,66,10.82,714.12
North,Widget D,69,17.56,1211.64
East,Widget C,74,15.69,1161.06
Central,Widget D,30,35.9,1077.0
West,Widget C,50,49.68,2484.0
South,Widget A,55,48.78,2682.9
West,Widget D,67,45.93,3077.31
East,Gadget X,37,42.72,1580.64
West,Widget A,84,20.18,1695.12
West,Widget C,23,36.4,837.2
East,Widget B,12,47.79,573.48
South,Widget A,100,46.88,4688.0
North,Widget C,64,47.92,3066.88
North,Widget C,62,23.94,1484.28
North,Gadget X,7,13.38,93.66
Central,Widget A,63,29.03,1828.89
East,Gadget X,2,13.36,26.72
East,Widget C,92,45.03,4142.76
Central,Widget A,50,26.37,1318.5
Central,Widget A,30,47.67,1430.1
West,Widget B,50,27.8,1390.0
Central,Widget C,18,30.9,556.2
South,Widget B,53,16.17,857.01
East,Gadget X,83,15.68,1301.44
North,Widget A,69,23.67,1633.23
North,Widget B,19,47.57,903.83
South,Widget B,65,19.27,1252.55
West,Widget B,53,36.07,1911.71
West,Widget A,63,15.06,948.78
West,Widget A,89,10.2,907.8
North,Widget D,43,34.55,1485.65
Central,Widget C,89,34.26,3049.14
West,Widget D,84,43.97,3693.48
West,Widget A,77,34.09,2624.93
East,Widget A,66,20.04,1322.64
South,Widget B,60,42.98,2578.8
North,Widget A,56,15.54,870.24
East,Widget C,32,20.19,646.08
West,Widget A,89,36.91,3284.99
East,Widget B,80,22.98,1838.4
South,Widget C,15,35.53,532.95
North,Widget B,72,42.59,3066.48
North,Widget B,92,43.18,3972.56
South,Gadget X,38,33.72,1281.36
Central,Widget A,22,12.41,273.02
South,Widget C,88,12.36,1087.68
Central,Widget C,27,11.46,309.42
North,Gadget X,11,22.95,252.45
Central,Widget B,29,46.2,1339.8
Central,Widget C,42,36.41,1529.22
North,Widget D,66,11.4,752.4
South,Widget B,14,46.17,646.38
West,Widget C,46,17.43,801.78
East,Gadget X,71,39.9,2832.9
North,Widget B,24,18.8,451.2
Central,Gadget X,59,29.3,1728.7
East,Widget A,57,49.56,2824.92
Central,Widget D,57,11.47,653.79
North,Widget A,71,35.43,2515.53
West,Widget B,30,38.53,1155.9
Central,Widget A,10,18.44,184.4
North,Widget C,77,16.52,1272.04
South,Widget C,94,27.05,2542.7
East,Widget A,89,24.0,2136.0
North,Widget D,31,16.29,504.99
North,Widget A,83,42.2,3502.6
North,Gadget X,24,48.3,1159.2
Central,Widget A,9,30.07,270.63
East,Widget B,44,17.32,762.08
East,Widget A,53,49.04,2599.12
North,Widget A,31,12.99,402.69
Central,Widget D,43,44.53,1914.79
East,Widget A,48,22.95,1101.6
West,Widget D,46,19.96,918.16
North,Widget B,65,28.28,1838.2
Central,Widget A,36,22.22,799.92
North,Widget B,43,42.32,1819.76
West,Gadget X,16,46.89,750.24
North,Widget A,84,44.17,3710.28
North,Widget C,1,26.71,26.71
West,Widget C,37,17.07,631.59
South,Widget C,21,25.05,526.05
West,Widget A,32,44.42,1421.44
Central,Widget D,80,38.97,3117.6
North,Widget D,5,44.14,220.7
West,Widget B,53,31.64,1676.92
South,Widget C,4,45.98,183.92
West,Widget C,56,37.68,2110.08
East,Widget B,2,15.17,30.34
Central,Widget D,73,35.92,2622.16
West,Gadget X,49,26.01,1274.49
East,Widget D,56,12.58,704.48
East,Gadget X,61,28.93,1764.73
Central,Widget A,90,41.37,3723.3
South,Widget C,41,25.57,1048.37
Central,Widget A,19,10.08,191.52
West,Widget C,36,19.87,715.32
Central,Widget C,91,13.73,1249.43
West,Widget D,94,48.16,4527.04
East,Gadget X,74,25.15,1861.1
North,Widget B,96,26.52,2545.92
East,Widget C,70,37.33,2613.1
East,Widget C,48,39.25,1884.0
East,Gadget X,11,30.17,331.87
South,Gadget X,23,18.79,432.17
Central,Widget D,27,26.87,725.49
East,Widget B,91,11.97,1089.27
West,Widget B,41,44.12,1808.92
North,Widget B,82,25.64,2102.48
South,Widget D,86,32.47,2792.42
West,Widget C,19,10.9,207.1
East,Gadget X,80,39.25,3140.0
East,Widget B,61,11.65,710.65
East,Widget B,61,24.34,1484.74
North,Widget B,10,29.94,299.4
East,Gadget X,77,41.3,3180.1
North,Gadget X,27,45.44,1226.88
West,Widget B,72,37.99,2735.28
West,Widget B,37,13.18,487.66
North,Gadget X,90,11.05,994.5
East,Widget D,27,23.83,643.41
Central,Gadget X,74,45.16,3341.84
North,Widget C,89,22.03,1960.67
South,Widget B,22,48.49,1066.78
East,Widget D,32,49.96,1598.72
West,Widget C,47,33.98,1597.06
Central,Widget B,18,46.68,840.24
North,Gadget X,54,27.93,1508.22
Central,Gadget X,46,17.04,783.84
North,Widget C,56,20.29,1136.24
Central,Widget C,61,29.59,1804.99
North,Widget B,6,28.32,169.92
East,Widget C,8,13.93,111.44
West,Widget A,64,41.38,2648.32
South,Widget D,74,41.2,3048.8
North,Widget C,34,21.28,723.52
Central,Gadget X,21,38.35,805.35
North,Widget B,99,10.85,1074.15
North,Widget D,27,27.37,738.99
West,Widget C,3,17.65,52.95
East,Gadget X,38,38.87,1477.06
South,Gadget X,67,18.92,1267.64
East,Gadget X,39,20.8,811.2
East,Widget B,78,27.8,2168.4
South,Gadget X,27,29.92,807.84
North,Widget B,61,43.14,2631.54
North,Widget C,71,42.27,3001.17
East,Widget B,45,15.95,717.75
East,Gadget X,24,17.15,411.6
East,Widget B,14,39.03,546.42
Central,Widget C,8,24.64,197.12
West,Widget D,14,38.56,539.84
North,Widget A,6,18.35,110.1
North,Widget D,65,42.78,2780.7
West,Widget D,54,12.49,674.46
West,Gadget X,24,40.11,962.64
Central,Widget D,54,49.62,2679.48
North,Widget A,99,30.94,3063.06
Central,Widget C,16,34.69,555.04
East,Widget A,47,12.59,591.73
Central,Widget C,69,46.81,3229.89
South,Widget C,38,41.33,1570.54
South,Widget C,88,41.69,3668.72
South,Widget C,44,31.34,1378.96
North,Widget B,57,20.76,1183.32
South,Widget D,22,23.46,516.12
